,feature_combination,best_n_neighbors,best_cv_score
5910,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'ca', 'thal')",9,0.7760235465018075
5911,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak')",15,0.762415924628149
5912,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'slope')",11,0.7399287837741768
5913,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'ca')",9,0.7908589950360381
5914,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'thal')",15,0.8094964060150941
5915,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope')",19,0.7340544105040687
5916,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca')",15,0.7767959874186366
5917,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'thal')",19,0.7827094163005681
5918,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'slope', 'ca')",17,0.7695024580649414
5919,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'slope', 'thal')",7,0.7680449451387666
5920,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'ca', 'thal')",19,0.7831900402335185
5921,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'slope')",9,0.7246694121742256
5922,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'ca')",9,0.7842903341930685
5923,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'thal')",5,0.8132447690456843
5924,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'slope', 'ca')",9,0.77362403053434
5925,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'slope', 'thal')",13,0.8051209993498322
5926,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'ca', 'thal')",11,0.8134873270639862
5927,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope', 'ca')",11,0.7467461104169724
5928,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope', 'thal')",17,0.770094022276643
5929,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'ca', 'thal')",11,0.7882394041814331
5930,"('age', 'cp', 'trestbps', 'chol', 'fbs', 'slope', 'ca', 'thal')",5,0.787330406284194
5931,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak')",9,0.7677916943472323
5932,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'slope')",17,0.7334922198922319
5933,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'ca')",13,0.7781735988034943
5934,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'thal')",13,0.80910801340931
5935,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope')",19,0.7347953895272735
5936,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'ca')",11,0.7692441789292048
5937,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'thal')",17,0.787398142919882
5938,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'slope', 'ca')",15,0.7700241224154267
5939,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'slope', 'thal')",11,0.7797169135353726
5940,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'ca', 'thal')",15,0.7955356760791543
5941,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak', 'slope')",13,0.7517298030682669
5942,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak', 'ca')",19,0.7938011414460836
5943,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak', 'thal')",13,0.8034324825281468
5944,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'slope', 'ca')",15,0.774042905554283
5945,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'slope', 'thal')",11,0.7956825704735697
5946,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'ca', 'thal')",15,0.8215882599475277
5947,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope', 'ca')",15,0.7455812482069486
5948,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope', 'thal')",15,0.7733007354963878
5949,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'ca', 'thal')",19,0.8029306471842703
5950,"('age', 'cp', 'trestbps', 'chol', 'restecg', 'slope', 'ca', 'thal')",13,0.7949307549327245
5951,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7650976175112791
5952,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak', 'ca')",17,0.790616478642413
5953,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak', 'thal')",19,0.8264224468640944
5954,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'slope', 'ca')",19,0.7911198516995618
5955,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'slope', 'thal')",17,0.8043021089545196
5956,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'ca', 'thal')",15,0.8303402015110635
5957,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak', 'slope', 'ca')",5,0.7826335926713895
5958,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak', 'slope', 'thal')",15,0.7764944939796199
5959,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak', 'ca', 'thal')",17,0.8003941872462086
5960,"('age', 'cp', 'trestbps', 'chol', 'thalach', 'slope', 'ca', 'thal')",15,0.8046380314320818
5961,"('age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope', 'ca')",3,0.7907078485263078
5962,"('age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope', 'thal')",17,0.7912056513882721
5963,"('age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'ca', 'thal')",15,0.8168857108829771
5964,"('age', 'cp', 'trestbps', 'chol', 'exang', 'slope', 'ca', 'thal')",11,0.8211803586700611
5965,"('age', 'cp', 'trestbps', 'chol', 'oldpeak', 'slope', 'ca', 'thal')",11,0.7912405251508345
5966,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak')",13,0.771076340034624
5967,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'slope')",17,0.7291512882880092
5968,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'ca')",13,0.763461448527284
5969,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'thal')",19,0.8040069394966419
5970,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope')",11,0.721586891506721
5971,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca')",19,0.7718325354117064
5972,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal')",15,0.783386142969667
5973,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'slope', 'ca')",15,0.7529874505448823
5974,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'slope', 'thal')",7,0.774621814042104
5975,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'ca', 'thal')",15,0.7882692390808332
5976,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope')",19,0.7411030253961173
5977,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca')",3,0.7944007345311693
5978,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'thal')",5,0.7964113651977878
5979,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'slope', 'ca')",15,0.759946079698205
5980,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'slope', 'thal')",11,0.788061367736425
5981,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'ca', 'thal')",15,0.8296842145621701
5982,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca')",7,0.7563662618704572
5983,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal')",15,0.7922302541936409
5984,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal')",17,0.7988861774296557
5985,"('age', 'cp', 'trestbps', 'fbs', 'restecg', 'slope', 'ca', 'thal')",15,0.7957793749215685
5986,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.755518531809005
5987,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca')",19,0.7871780980694025
5988,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal')",9,0.7884392664430803
5989,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'slope', 'ca')",19,0.7871636760984587
5990,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'slope', 'thal')",13,0.8180626247216637
5991,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'ca', 'thal')",11,0.8336279358971959
5992,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca')",11,0.7894523970262154
5993,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal')",13,0.7790229453852643
5994,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal')",15,0.8030511830919276
5995,"('age', 'cp', 'trestbps', 'fbs', 'thalach', 'slope', 'ca', 'thal')",19,0.7955502645502646
5996,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'slope', 'ca')",7,0.7904827665380035
5997,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7923337306815568
5998,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'ca', 'thal')",9,0.8072558880889995
5999,"('age', 'cp', 'trestbps', 'fbs', 'exang', 'slope', 'ca', 'thal')",19,0.820339732731037
6000,"('age', 'cp', 'trestbps', 'fbs', 'oldpeak', 'slope', 'ca', 'thal')",17,0.7955520702884668
6001,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",9,0.7587660966036254
6002,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",19,0.7977522855321604
6003,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",9,0.7999506635128297
6004,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'slope', 'ca')",17,0.7820919764370686
6005,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'slope', 'thal')",11,0.7957369430016265
6006,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'ca', 'thal')",15,0.8256833500426177
6007,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca')",7,0.7833545355398903
6008,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal')",13,0.7919761226427894
6009,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal')",7,0.7945579361251232
6010,"('age', 'cp', 'trestbps', 'restecg', 'thalach', 'slope', 'ca', 'thal')",11,0.8010547603369875
6011,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope', 'ca')",9,0.7950589319326282
6012,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope', 'thal')",19,0.7946884423493239
6013,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'ca', 'thal')",13,0.8129026974099437
6014,"('age', 'cp', 'trestbps', 'restecg', 'exang', 'slope', 'ca', 'thal')",11,0.8213980540181913
6015,"('age', 'cp', 'trestbps', 'restecg', 'oldpeak', 'slope', 'ca', 'thal')",13,0.7998455334148817
6016,"('age', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",17,0.800183734140256
6017,"('age', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",13,0.8047997992345819
6018,"('age', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",9,0.8299786441205205
6019,"('age', 'cp', 'trestbps', 'thalach', 'exang', 'slope', 'ca', 'thal')",9,0.8377403590561485
6020,"('age', 'cp', 'trestbps', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",11,0.7986483894527373
6021,"('age', 'cp', 'trestbps', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",19,0.8243714098324441
6022,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak')",19,0.7627792385853487
6023,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'slope')",19,0.7217899754001966
6024,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'ca')",13,0.7558241065348696
6025,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'thal')",15,0.8136025307009287
6026,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope')",11,0.7259129398725127
6027,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca')",3,0.7648359537804946
6028,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal')",19,0.7866936745769697
6029,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'slope', 'ca')",19,0.7444830976859962
6030,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'slope', 'thal')",17,0.7507139082066618
6031,"('age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'ca', 'thal')",17,0.783299234313727
6032,"('age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope')",17,0.7467489491666877
6033,"('age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca')",3,0.7674313010457613
6034,"('age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'thal')",11,0.7968226322368198
6035,"('age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'slope', 'ca')",19,0.748328891720196
6036,"('age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'slope', 'thal')",13,0.8014196962457832
6037,"('age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'ca', 'thal')",13,0.8221569037511065
6038,"('age', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca')",19,0.7701690928502523
6039,"('age', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal')",7,0.7669581750565733
6040,"('age', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal')",3,0.7876075218535173
6041,"('age', 'cp', 'chol', 'fbs', 'restecg', 'slope', 'ca', 'thal')",17,0.7824793351769569
6042,"('age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope')",7,0.7611627428988221
6043,"('age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca')",11,0.8010203304619778
6044,"('age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal')",15,0.8268561599431165
6045,"('age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'ca')",15,0.7744544572443123
6046,"('age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'thal')",11,0.8055661016385652
6047,"('age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'ca', 'thal')",19,0.8391139601139601
6048,"('age', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca')",17,0.7662381598117677
6049,"('age', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal')",13,0.7597432004388527
6050,"('age', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal')",9,0.7970193429758647
6051,"('age', 'cp', 'chol', 'fbs', 'thalach', 'slope', 'ca', 'thal')",9,0.7881192045799216
6052,"('age', 'cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca')",11,0.7875022674587893
6053,"('age', 'cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'thal')",7,0.7934553735102934
6054,"('age', 'cp', 'chol', 'fbs', 'exang', 'oldpeak', 'ca', 'thal')",13,0.8092257931068
6055,"('age', 'cp', 'chol', 'fbs', 'exang', 'slope', 'ca', 'thal')",11,0.8175031518189412
6056,"('age', 'cp', 'chol', 'fbs', 'oldpeak', 'slope', 'ca', 'thal')",13,0.7819369661128487
6057,"('age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",17,0.7555589709327314
6058,"('age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",7,0.7991412530011388
6059,"('age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",7,0.8086205861827525
6060,"('age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'ca')",11,0.7778970996797084
6061,"('age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'thal')",15,0.7955501493731851
6062,"('age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'ca', 'thal')",11,0.8383359786807535
6063,"('age', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca')",19,0.7687946519311641
6064,"('age', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal')",7,0.7714120908613662
6065,"('age', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal')",7,0.8004225512600799
6066,"('age', 'cp', 'chol', 'restecg', 'thalach', 'slope', 'ca', 'thal')",13,0.8044429226168356
6067,"('age', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'ca')",15,0.7821976482887358
6068,"('age', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7953849276976661
6069,"('age', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'ca', 'thal')",11,0.8173756995610543
6070,"('age', 'cp', 'chol', 'restecg', 'exang', 'slope', 'ca', 'thal')",13,0.8301650615678074
6071,"('age', 'cp', 'chol', 'restecg', 'oldpeak', 'slope', 'ca', 'thal')",13,0.7989800641849323
6072,"('age', 'cp', 'chol', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",5,0.7861383845810318
6073,"('age', 'cp', 'chol', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",15,0.7972424966338011
6074,"('age', 'cp', 'chol', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",19,0.8331550148646206
6075,"('age', 'cp', 'chol', 'thalach', 'exang', 'slope', 'ca', 'thal')",19,0.8301680970666478
6076,"('age', 'cp', 'chol', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",17,0.8080895017630333
6077,"('age', 'cp', 'chol', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",17,0.8214118984668183
6078,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",11,0.7610332424987729
6079,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",15,0.7930348056109255
6080,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",7,0.8218357296406957
6081,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'ca')",15,0.7734427897440865
6082,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'slope', 'thal')",13,0.8011909582634221
6083,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'exang', 'ca', 'thal')",17,0.846538726550168
6084,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca')",17,0.7787850335527681
6085,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal')",5,0.7664294149221685
6086,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal')",5,0.7830279713710631
6087,"('age', 'cp', 'fbs', 'restecg', 'thalach', 'slope', 'ca', 'thal')",3,0.8006633833155572
6088,"('age', 'cp', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'ca')",15,0.7900433805653565
6089,"('age', 'cp', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope', 'thal')",19,0.7946853464359185
6090,"('age', 'cp', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca', 'thal')",15,0.8334953567211386
6091,"('age', 'cp', 'fbs', 'restecg', 'exang', 'slope', 'ca', 'thal')",17,0.8213322213001847
6092,"('age', 'cp', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca', 'thal')",5,0.8047682044203783
6093,"('age', 'cp', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",17,0.8038819153337027
6094,"('age', 'cp', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",11,0.8227309823831563
6095,"('age', 'cp', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",17,0.841948590438293
6096,"('age', 'cp', 'fbs', 'thalach', 'exang', 'slope', 'ca', 'thal')",13,0.8303158612723831
6097,"('age', 'cp', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",15,0.7953786519438694
6098,"('age', 'cp', 'fbs', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",9,0.8261128919389789
6099,"('age', 'cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca')",13,0.7956506869405421
6100,"('age', 'cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'thal')",13,0.8078639940282276
6101,"('age', 'cp', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca', 'thal')",13,0.825182156121134
6102,"('age', 'cp', 'restecg', 'thalach', 'exang', 'slope', 'ca', 'thal')",17,0.8257656793019112
6103,"('age', 'cp', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca', 'thal')",7,0.7918240547485398
6104,"('age', 'cp', 'restecg', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",19,0.8171352666318341
6105,"('age', 'cp', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal')",15,0.8381924050184919
6106,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak')",15,0.7446971730715631
6107,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'slope')",17,0.6951824520932072
6108,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'ca')",13,0.7646985499174668
6109,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'thal')",17,0.7828920186658553
6110,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope')",13,0.6824802744223034
6111,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca')",7,0.7349060271451575
6112,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal')",15,0.7413913945477637
6113,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'slope', 'ca')",13,0.7388393622508802
6114,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'slope', 'thal')",15,0.7286851192285975
6115,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'ca', 'thal')",19,0.7621160084653601
6116,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope')",15,0.7145091512264736
6117,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca')",5,0.7603420620516809
6118,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'thal')",11,0.7837508182695062
6119,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'slope', 'ca')",19,0.7394957029978466
6120,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'slope', 'thal')",15,0.7700451732915502
6121,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'ca', 'thal')",11,0.796320877994791
6122,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca')",5,0.7395491512110833
6123,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal')",19,0.7526585756895308
6124,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal')",17,0.783475087689745
6125,"('age', 'trestbps', 'chol', 'fbs', 'restecg', 'slope', 'ca', 'thal')",7,0.7625023092849179
6126,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope')",15,0.7294711323086609
6127,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca')",19,0.7864583560350151
6128,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal')",9,0.779579871550886
6129,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'ca')",13,0.7742845196727729
6130,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'thal')",13,0.7973056573056574
6131,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'ca', 'thal')",15,0.8058237804656567
6132,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca')",9,0.7539150157283837
6133,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal')",17,0.7662276853581201
6134,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal')",19,0.8004551538243376
6135,"('age', 'trestbps', 'chol', 'fbs', 'thalach', 'slope', 'ca', 'thal')",17,0.7833959052219922
6136,"('age', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca')",5,0.763769463454418
6137,"('age', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'thal')",17,0.7624738900391075
6138,"('age', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'ca', 'thal')",11,0.8002645923343221
6139,"('age', 'trestbps', 'chol', 'fbs', 'exang', 'slope', 'ca', 'thal')",9,0.808847949152297
6140,"('age', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope', 'ca', 'thal')",19,0.7667159807449664
6141,"('age', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope')",13,0.7291992383411147
6142,"('age', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca')",17,0.7905725448866511
6143,"('age', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal')",9,0.7797746378829522
6144,"('age', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'ca')",19,0.7793011664720284
6145,"('age', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'thal')",15,0.7918610466291626
6146,"('age', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'ca', 'thal')",19,0.8084823389171214
